112858_reviewed	protein phosphorylation
3887_reviewed	intermediate filament organization
79036_reviewed	lysosome localization
60_reviewed	adherens junction assembly
1072_reviewed	actin cytoskeleton organization
10982_reviewed	cell division
7597_reviewed	negative regulation of transcription by RNA polymerase II
54925_reviewed	regulation of transcription by RNA polymerase II
8241_reviewed	3'-UTR-mediated mRNA stabilization
58155_reviewed	cerebellum development
5359_reviewed	acute-phase response
11052_reviewed	co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway
3964_reviewed	cellular response to virus
9802_reviewed	protein destabilization
54165_reviewed	positive regulation of protein neddylation
85302_reviewed	apical junction assembly
8428_reviewed	cellular response to oxidative stress
11235_reviewed	angiogenesis
55663_reviewed	regulation of transcription by RNA polymerase II
80345_reviewed	regulation of transcription by RNA polymerase II
11007_reviewed	cell differentiation
284058_reviewed	chromatin organization
2874_reviewed	B cell differentiation
6303_reviewed	angiogenesis
84991_reviewed	alternative mRNA splicing, via spliceosome
23219_reviewed	protein polyubiquitination
11030_reviewed	protein-containing complex assembly
55342_reviewed	cell motility
113878_reviewed	Notch signaling pathway
5013_reviewed	anterior/posterior pattern specification
83755_reviewed	hair cycle
2992_reviewed	glycogen biosynthetic process
2997_reviewed	glycogen biosynthetic process
2947_reviewed	cellular detoxification of nitrogen compound
4598_reviewed	cholesterol biosynthetic process
10363_reviewed	chromatin organization
54997_reviewed	cellular response to retinoic acid
8382_reviewed	cilium assembly
8907_reviewed	endosome to melanosome transport
92610_reviewed	cytoplasmic pattern recognition receptor signaling pathway
2810_reviewed	cAMP/PKA signal transduction
7431_reviewed	astrocyte development
11143_reviewed	DNA repair
56474_reviewed	'de novo' CTP biosynthetic process
10540_reviewed	melanosome transport
3854_reviewed	ectoderm development
3866_reviewed	epidermis development
9883_reviewed	mRNA transport
10551_reviewed	cell chemotaxis
55274_reviewed	chromatin remodeling
83746_reviewed	ectoderm development
7447_reviewed	negative regulation of insulin secretion
4100_reviewed	negative regulation of Notch signaling pathway
54471_reviewed	mitochondrial fission
8996_reviewed	blood vessel remodeling
373_reviewed	innate immune response
23636_reviewed	cell surface receptor signaling pathway
53371_reviewed	mRNA transport
9055_reviewed	cell division
5090_reviewed	adult locomotory behavior
57085_reviewed	regulation of blood pressure
59349_reviewed	COPII vesicle coating
10174_reviewed	cell adhesion
55198_reviewed	adiponectin-activated signaling pathway
902_reviewed	protein stabilization
10534_reviewed	cell division
9482_reviewed	cellular response to type II interferon
10490_reviewed	Golgi to vacuole transport
3099_reviewed	apoptotic mitochondrial changes
1073_reviewed	actin filament depolymerization
4110_reviewed	negative regulation of transcription by RNA polymerase II
54431_reviewed	ERAD pathway
10016_reviewed	angiogenesis
4591_reviewed	aggresome assembly
5721_reviewed	regulation of G1/S transition of mitotic cell cycle
5300_reviewed	cellular response to hypoxia
9265_reviewed	establishment of epithelial cell polarity
11228_reviewed	signal transduction
122786_reviewed	apical constriction
26580_reviewed	fat cell differentiation
9694_reviewed	protein insertion into ER membrane by stop-transfer membrane-anchor sequence
10328_reviewed	protein insertion into ER membrane by stop-transfer membrane-anchor sequence
9513_reviewed	animal organ development
10589_reviewed	negative regulation of transcription by RNA polymerase II
26258_reviewed	actin filament bundle assembly
220134_reviewed	attachment of mitotic spindle microtubules to kinetochore
84984_reviewed	cilium assembly
6449_reviewed	ERAD pathway
6696_reviewed	androgen catabolic process
170082_reviewed	DNA-templated transcription
4188_reviewed	dorsal/ventral axis specification
286514_reviewed	negative regulation of transcription by RNA polymerase II
10488_reviewed	chemotaxis
3183_reviewed	3'-UTR-mediated mRNA stabilization
3839_reviewed	NLS-bearing protein import into nucleus
9337_reviewed	miRNA-mediated gene silencing by mRNA destabilization
3205_reviewed	anterior/posterior pattern specification
6733_reviewed	angiogenesis
11338_reviewed	mRNA processing
8985_reviewed	basement membrane assembly
84528_reviewed	neuron development
84872_reviewed	negative regulation of miRNA processing
50848_reviewed	actomyosin structure organization
8227_reviewed	B cell activation
1649_reviewed	anterior/posterior axis specification
51171_reviewed	L-fucose catabolic process
9632_reviewed	COPII-coated vesicle cargo loading
10483_reviewed	COPII-coated vesicle cargo loading
81628_reviewed	glucose homeostasis
5049_reviewed	lipid catabolic process
5050_reviewed	lipid catabolic process
22893_reviewed	heterochromatin formation
71_reviewed	angiogenesis
5152_reviewed	cGMP catabolic process
22954_reviewed	actin ubiquitination
3927_reviewed	monoatomic ion transport
9319_reviewed	double-strand break repair
7518_reviewed	base-excision repair
25900_reviewed	DNA double-strand break attachment to nuclear envelope
5780_reviewed	negative regulation of neuron projection development
10313_reviewed	apoptotic process
51324_reviewed	antigen receptor-mediated signaling pathway
55122_reviewed	adaptive immune response
79912_reviewed	cellular response to oxidative stress
139596_reviewed	female pregnancy
55093_reviewed	protein modification process
4848_reviewed	negative regulation of intracellular estrogen receptor signaling pathway
4849_reviewed	determination of left/right symmetry
2010_reviewed	amyloid fibril formation
89885_reviewed	apoptotic process
56159_reviewed	apoptotic process
114327_reviewed	cerebral cortex cell migration
10474_reviewed	chromatin organization
112869_reviewed	DNA repair
10054_reviewed	positive regulation of protein sumoylation
10055_reviewed	positive regulation of protein sumoylation
2771_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
2571_reviewed	chemical synaptic transmission
23498_reviewed	'de novo' NAD+ biosynthetic process from L-tryptophan
8623_reviewed	methylation
1312_reviewed	artery development
862_reviewed	DNA-templated transcription
51225_reviewed	actin cytoskeleton organization
84680_reviewed	amino acid metabolic process
331_reviewed	copper ion homeostasis
6999_reviewed	L-tryptophan catabolic process to acetyl-CoA
10656_reviewed	mRNA processing
27095_reviewed	COPII vesicle coating
79090_reviewed	COPII vesicle coating
11059_reviewed	central nervous system development
327_reviewed	amyloid-beta metabolic process
6495_reviewed	aorta morphogenesis
57596_reviewed	evoked excitatory postsynaptic potential
7360_reviewed	brain development
10425_reviewed	developmental cell growth
10254_reviewed	macroautophagy
79173_reviewed	double-strand break repair involved in meiotic recombination
6304_reviewed	chromatin organization
51127_reviewed	autophagy
9491_reviewed	negative regulation of proteasomal protein catabolic process
84838_reviewed	positive regulation of DNA-templated transcription
200523_reviewed	flagellated sperm motility
5704_reviewed	blastocyst development
6418_reviewed	DNA replication
80764_reviewed	chromatin organization
868_reviewed	CD4-positive, alpha-beta T cell proliferation
9391_reviewed	chromosome segregation
51647_reviewed	chromosome segregation
4207_unreviewed	cell differentiation
3190_reviewed	mRNA splicing, via spliceosome
23059_reviewed	axoneme assembly
30008_reviewed	aorta development
54557_reviewed	post-translational protein targeting to endoplasmic reticulum membrane
84260_reviewed	apoptotic process
1602_reviewed	development of primary female sexual characteristics
10495_reviewed	electron transport chain
5987_reviewed	Arp2/3 complex-mediated actin nucleation
163_reviewed	aorta development
4292_reviewed	double-strand break repair via nonhomologous end joining
9587_reviewed	deactivation of mitotic spindle assembly checkpoint
58500_reviewed	regulation of transcription by RNA polymerase II
3306_reviewed	male meiosis I
23640_reviewed	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
2563_reviewed	chloride transmembrane transport
5866_reviewed	protein transport
113675_reviewed	L-serine catabolic process
51684_reviewed	aorta development
169792_reviewed	negative regulation of transcription by RNA polymerase II
9841_reviewed	hematopoietic progenitor cell differentiation
54550_reviewed	negative regulation of G protein-coupled receptor internalization
79172_reviewed	chromosome segregation
84080_reviewed	establishment of mitotic spindle orientation
23650_reviewed	innate immune response
11117_reviewed	aortic valve morphogenesis
66036_reviewed	endocytosis
26039_reviewed	chromatin organization
54971_reviewed	chromatin organization
10197_reviewed	apoptotic process
8861_reviewed	anterior/posterior axis specification
170463_reviewed	positive regulation of transcription by RNA polymerase II
90678_reviewed	autophagy
51700_reviewed	bicarbonate transport
10758_reviewed	B cell affinity maturation
51440_reviewed	central nervous system development
4830_reviewed	acetyl-CoA catabolic process
4833_reviewed	CTP biosynthetic process
79002_reviewed	rRNA catabolic process
25816_reviewed	apoptotic process
29079_reviewed	positive regulation of DNA-templated transcription
124460_reviewed	protein transport
5552_reviewed	apoptotic process
4201_reviewed	cell differentiation
23214_reviewed	protein export from nucleus
51386_reviewed	formation of cytoplasmic translation initiation complex
27111_reviewed	cell population proliferation
60491_reviewed	negative regulation of transcription by RNA polymerase II
90060_reviewed	intracellular protein localization
10458_reviewed	actin crosslink formation
51517_reviewed	cytoskeleton organization
3434_reviewed	antiviral innate immune response
3437_reviewed	antiviral innate immune response
22980_reviewed	regulation of protein K48-linked ubiquitination
11034_reviewed	actin filament depolymerization
358_reviewed	camera-type eye morphogenesis
677_reviewed	3'-UTR-mediated mRNA destabilization
54927_reviewed	cristae formation
3735_reviewed	basophil activation involved in immune response
7965_reviewed	apoptotic process
6431_reviewed	alternative mRNA splicing, via spliceosome
10921_reviewed	DNA-templated transcription
5601_reviewed	apoptotic signaling pathway
80817_reviewed	centriole replication
57820_reviewed	blastocyst formation
10320_reviewed	chromatin organization
7376_reviewed	cell differentiation
27125_reviewed	regulation of gene expression
7316_reviewed	modification-dependent protein catabolic process
3091_reviewed	angiogenesis
6759_reviewed	regulation of DNA-templated transcription
51545_reviewed	regulation of transcription by RNA polymerase II
84445_reviewed	fibroblast proliferation
407_reviewed	G protein-coupled receptor internalization
1856_reviewed	canonical Wnt signaling pathway
56997_reviewed	phosphorylation
56341_reviewed	chromatin remodeling
5252_reviewed	DNA repair-dependent chromatin remodeling
1198_reviewed	protein phosphorylation
57035_reviewed	spliceosomal complex assembly
55285_reviewed	mRNA splicing, via spliceosome
55662_reviewed	negative regulation of Notch signaling pathway
140462_reviewed	intracellular signal transduction
9782_reviewed	activation of innate immune response
27316_reviewed	cellular response to interleukin-1
202559_reviewed	mRNA processing
7718_reviewed	regulation of transcription by RNA polymerase II
81576_reviewed	mRNA splicing, via spliceosome
9577_reviewed	apoptotic process
29086_reviewed	cell division
83637_reviewed	positive regulation of transcription by RNA polymerase II
6455_reviewed	central nervous system development
5995_reviewed	cellular response to light stimulus
26128_reviewed	central nervous system projection neuron axonogenesis
7579_reviewed	regulation of transcription by RNA polymerase II
51282_reviewed	positive regulation of DNA-templated transcription
154865_reviewed	cilium assembly
1019_reviewed	cell division
1032_reviewed	autophagic cell death
11135_reviewed	positive regulation of actin filament polymerization
1731_reviewed	cytoskeleton-dependent cytokinesis
23157_reviewed	cell differentiation
7536_reviewed	mRNA 3'-splice site recognition
