8906_reviewed	Golgi apparatus membrane
8932_reviewed	Nucleus
11321_reviewed	Cytoplasm
85509_reviewed	Nucleus
53615_reviewed	Nucleus
22888_reviewed	Nucleus
7332_reviewed	Nucleus
5174_reviewed	Membrane
6583_reviewed	Apical cell membrane
116085_reviewed	Apical cell membrane
10059_reviewed	Cytoplasm, cytosol
2932_reviewed	Cytoplasm
905_reviewed	Cytoplasm, perinuclear region
5873_reviewed	Membrane
94121_reviewed	Membrane
705_reviewed	Cytoplasm
10024_reviewed	Cytoplasm
9628_reviewed	Cytoplasm
55929_reviewed	Nucleus. Cytoplasm. Note=Targeted to replication foci throughout S phase by DNMT1
8502_reviewed	Cell junction, desmosome
55914_reviewed	Cell junction, hemidesmosome
55048_reviewed	Late endosome membrane
10672_reviewed	Cell membrane
10566_reviewed	Cytoplasmic vesicle, secretory vesicle, acrosome
9402_reviewed	Nucleus
23582_reviewed	Cytoplasm. Nucleus
51433_reviewed	Nucleus
26986_reviewed	Cytoplasm
10043_reviewed	Cytoplasm
81570_reviewed	Mitochondrion intermembrane space
8576_reviewed	Cytoplasm, perinuclear region. Membrane
10787_reviewed	Cell membrane
90480_reviewed	Mitochondrion
11252_reviewed	Cytoplasm
29763_reviewed	Cytoplasm
3758_reviewed	Cell membrane
9368_reviewed	Cytoplasm
4681_reviewed	Secreted
29979_reviewed	Cytoplasm
5034_reviewed	Endoplasmic reticulum
6895_reviewed	Cytoplasm. Cytoplasm, perinuclear region. Nucleus
8411_reviewed	Early endosome membrane
